Category_1,Category_2,Category_3,url
"Sports, Books and More",Health &Nutrition ,Protein Supplements ,https://www.flipkart.com/health-care/health-supplements/protein-supplement/pr?sid=hlc%2Cetg%2C1rx&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Protein%20Supplements&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Protein%20Supplements
"Sports, Books and More",Health &Nutrition ,Vitamin Supplements ,https://www.flipkart.com/health-care/health-supplements/vitamin-supplement/pr?sid=hlc%2Cetg%2Cqtw&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Vitamin%20Supplements&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Vitamin%20Supplements
"Sports, Books and More",Health &Nutrition ,Health Drinks ,https://www.flipkart.com/health-care/health-supplements/energy-drinks/pr?sid=hlc%2Cetg%2C2yn&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Health%20%26%20Energy%20Drinks&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Health%20Drinks
"Sports, Books and More",Health &Nutrition ,Ayurvedic Supplements ,https://www.flipkart.com/health-care/health-supplements/vitamin-supplement/pr?sid=hlc%2Cetg%2Cqtw&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Vitamin%20Supplements&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Ayurvedic%20Supplements&p[]=facets.serviceability%5B%5D%3Dtrue&p[]=facets.type%255B%255D%3DAyurvedic%2BSupplements
"Sports, Books and More",Books ,Entrance Exams ,https://www.flipkart.com/the-exam-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Entrance%20Exams
"Sports, Books and More",Books ,Academics ,https://www.flipkart.com/the-education-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Academics
"Sports, Books and More",Books ,Literature and Fiction ,https://www.flipkart.com/theliterature-fiction-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Literature%20%26%20Fiction
"Sports, Books and More",Books ,Non Fiction ,https://www.flipkart.com/the-non-fiction-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Non%20Fiction
"Sports, Books and More",Books ,Young Readers ,https://www.flipkart.com/the-childrenandteens-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Young%20Readers
"Sports, Books and More",Books ,Self -Help ,"https://www.flipkart.com/books/selfhelp-books/pr?sid=bks,5uw&marketplace=FLIPKART&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Self-Help"
"Sports, Books and More",Stationery,Pens ,https://www.flipkart.com/pens-category-store?otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Pens&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Pens
"Sports, Books and More",Stationery,Diaries ,"https://www.flipkart.com/pens-stationery/office-supplies/diaries/pr?sid=dgv,tkw,mwh&otracker=product_breadCrumbs_Diaries&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Diaries"
"Sports, Books and More",Stationery,Card Holders ,"https://www.flipkart.com/pens-stationery/office-supplies/card-holders/pr?sid=dgv,tkw,chd&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Card%20Holders"
"Sports, Books and More",Stationery,Desk Organizers ,"https://www.flipkart.com/pens-stationery/office-supplies/desk-organizers/pr?sid=dgv,tkw,hlr&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Desk%20Organizers"
"Sports, Books and More",Stationery,Calculators ,"https://www.flipkart.com/pens-stationery/calculators/pr?sid=dgv,qtq&otracker=categorytree"
"Sports, Books and More",Stationery,Key Chains ,"https://www.flipkart.com/pens-stationery/office-supplies/key-chains/pr?sid=dgv,tkw,amn&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Key%20Chains&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Key%20Chains"
"Sports, Books and More",Auto Accessories,Helmets and Riding Gears ,https://www.flipkart.com/automotive-accessories/pr?p[]=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&sid=1mt&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Helmets%20%26%20Riding%20Gear&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Helmets%20%26%20Riding%20Gears
"Sports, Books and More",Auto Accessories,Car Audio /Video ,https://www.flipkart.com/automotive-accessories/pr?sid=1mt&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Car%20Audio%2FVideo
"Sports, Books and More",Auto Accessories,Car Mobile Accessories ,https://www.flipkart.com/automotive-accessories/vehicle-utility-accessories/vehicle-mobile-accessories/pr?sid=1mt%2Cebm%2Ciwn&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Car%20Mobile%20Accessories
"Sports, Books and More",Auto Accessories,Vehicle Lubricants ,https://www.flipkart.com/automotive-accessories/oils-and-lubricants/pr?sid=1mt%2C0mi&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Vehicle%20Lubricants
"Sports, Books and More",Industrial &Scientific tools ,Industrial Measurement Devices ,"https://www.flipkart.com/industrial-scientific-supplies/industrial-measurement-devices/pr?sid=gsx,oe8&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Industrial%20Measurement%20Devices"
"Sports, Books and More",Industrial &Scientific tools ,Industrial Testing Devices ,"https://www.flipkart.com/industrial-scientific-supplies/industrial-testing-devices/pr?sid=gsx,gkc&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Industrial%20Testing%20Devices"
"Sports, Books and More",Industrial &Scientific tools ,Lab and Scientific Products ,"https://www.flipkart.com/industrial-scientific-supplies/lab-scientific-products/pr?sid=gsx,l9d&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Lab%20%26%20Scientific%20Products"
"Sports, Books and More",Industrial &Scientific tools ,Packaging and Shipping Products ,"https://www.flipkart.com/industrial-scientific-supplies/packaging-shipping-products/pr?sid=gsx,bad&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Packaging%20%26%20Shipping%20Products"
"Sports, Books and More",Industrial &Scientific tools ,Safety Products ,"https://www.flipkart.com/industrial-scientific-supplies/safety-products/pr?sid=gsx,bfk&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Safety%20Products"
"Sports, Books and More",Medical Supplies,Pregnancy and Fertility Kits ,https://www.flipkart.com/beauty-and-grooming/sexual-wellness/pr?sid=g9b%2Calu&p[]=facets.serviceability%5B%5D%3Dtrue&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Pregnancy%20and%20Fertility%20Kits
"Sports, Books and More",Medical Supplies,Hot Water Bag ,https://www.flipkart.com/health-care/home-medical-supplies/pr?sid=hlc%2C20m&p[]=facets.serviceability%5B%5D%3Dtrue&p[]=facets.brand%255B%255D%3DCasa&p[]=facets.brand%255B%255D%3DCASA&p[]=facets.brand%255B%255D%3DTULIP&p[]=facets.brand%255B%255D%3DTulip&p[]=facets.brand%255B%255D%3Dcreto&p[]=facets.brand%255B%255D%3DCRETO&p[]=facets.brand%255B%255D%3DAlex%2527s&p[]=facets.brand%255B%255D%3DRecombigen&p[]=facets.brand%255B%255D%3Dxtraplus&p[]=facets.brand%255B%255D%3DKetsaal&p[]=facets.brand%255B%255D%3DThermocare&p[]=facets.brand%255B%255D%3DRoyal&p[]=facets.brand%255B%255D%3DARYSHAA&p[]=facets.brand%255B%255D%3DAryshaa&p[]=facets.brand%255B%255D%3DTuelip&p[]=facets.brand%255B%255D%3DHealthIQ&p[]=facets.brand%255B%255D%3DGentle%2BE%2BKart&p[]=facets.brand%255B%255D%3DOneRetail&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Hot%20Water%20Bag
"Sports, Books and More",Gaming,Gaming Consoles ,"https://www.flipkart.com/gaming/gaming-consoles/pr?sid=4rr,x1m&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Gaming%20Consoles&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Gaming%20Consoles"
"Sports, Books and More",Gaming,Gaming Accessories ,https://www.flipkart.com/gaming-accesories/pr?sid=4rr%2Ckm5&otracker[]=categorytree&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Gaming%20Accessories&otracker[]=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Gaming%20Accessories
"Sports, Books and More",Gaming,Smart Glasses (VR ),"https://www.flipkart.com/wearable-smart-devices/smart-glasses/pr?sid=ajy,tcy&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Smart%20Glasses(VR)&otracker=nmenu_sub_Sports%2C%20Books%20%26%20More_0_Smart%20Glasses%20(VR)"
Electronics,Mobile Accessories,Mobile Cases,"https://www.flipkart.com/mobile-accessories/cases-and-covers/pr?sid=tyy,4mr,q2u&otracker=nmenu_sub_Electronics_0_Mobile%20Cases"
Electronics,Mobile Accessories,Headphones & Headsets,https://www.flipkart.com/headphones-store?otracker=nmenu_sub_Electronics_0_Headphones%20%26%20Headsets
Electronics,Mobile Accessories,Power Banks,"https://www.flipkart.com/mobile-accessories/power-banks/pr?sid=tyy,4mr,fu6&otracker=categorytree&otracker=nmenu_sub_Electronics_0_Power%20Banks"
Electronics,Mobile Accessories,Screenguards,"https://www.flipkart.com/mobile-accessories/screen-guards/pr?sid=tyy,4mr,lrv&otracker=nmenu_sub_Electronics_0_Screenguards"
Electronics,Mobile Accessories,Memory Cards,https://www.flipkart.com/computers/storage/memory-cards/pr?sid=6bo%2Cjdy%2Ctby&otracker=nmenu_sub_Electronics_0_Memory%20Cards
Electronics,Mobile Accessories,Smart Headphones,"https://www.flipkart.com/wearable-smart-devices/smart-headphones/pr?sid=ajy,vam&otracker=nmenu_sub_Electronics_0_Smart%20Headphones"
Electronics,Mobile Accessories,Mobile Cables,https://www.flipkart.com/mobile-accessories/mobile-cables/pr?sid=tyy%2C4mr%2C3nu&otracker=nmenu_sub_Electronics_0_Mobile%20Cables
Electronics,Mobile Accessories,Mobile Chargers,"https://www.flipkart.com/mobile-accessories/chargers/pr?sid=tyy,4mr,tp2&otracker=nmenu_sub_Electronics_0_Mobile%20Chargers"
Electronics,Mobile Accessories,Mobile Holders,"https://www.flipkart.com/mobile-accessories/mobile-holders/pr?sid=tyy,4mr,vnf&marketplace=FLIPKART&otracker=nmenu_sub_Electronics_0_Mobile%20Holders"
Electronics,Smart Wearable Tech,Smart Watches,https://www.flipkart.com/wearable-smart-devices/pr?sid=ajy&otracker=categorytree
Electronics,Smart Wearable Tech,Smart Glasses (VR),https://www.flipkart.com/wearable-smart-devices/smart-glasses/pr?sid=ajy%2Ctcy&otracker=nmenu_sub_Electronics_0_Smart%20Glasses%20(VR)
Electronics,Smart Wearable Tech,Smart Bands,https://www.flipkart.com/wearable-smart-devices/smart-bands/pr?sid=ajy%2Cq7p&otracker=nmenu_sub_Electronics_0_Smart%20Bands
Electronics,Health Care Appliances,Bp Monitors,"https://www.flipkart.com/health-personal-care-appliances/health-care/health-care-devices/blood-pressure-monitors/pr?sid=zlw,nyl,bvv,kbk&otracker=nmenu_sub_Electronics_0_Bp%20Monitors"
Electronics,Health Care Appliances,Weighing Scale,https://www.flipkart.com/health-personal-care-appliances/health-care/health-care-devices/weighing-scales/pr?sid=zlw%2Cnyl%2Cbvv%2Co4o&otracker=nmenu_sub_Electronics_0_Weighing%20Scale
Electronics,Laptops,Gaming Laptops,https://www.flipkart.com/gaming-laptops-store?otracker=nmenu_sub_Electronics_0_Gaming%20Laptops&otracker=nmenu_sub_Electronics_0_Gaming%20Laptops
Electronics,Desktop PCs,Desktop PCs,https://www.flipkart.com/desktop-pc-store?otracker=nmenu_sub_Electronics_0_Desktop%20PCs
Electronics,Gaming and Accessories,Gaming and Accessories,https://www.flipkart.com/gaming-store?otracker=nmenu_sub_Electronics_0_Gaming%20%26%20Accessories
Electronics,Computer Accessories,External Hard Disks,https://www.flipkart.com/external-hard-disk-store?otracker=nmenu_sub_Electronics_0_External%20Hard%20Disks
Electronics,Computer Accessories,Pendrives,"https://www.flipkart.com/computers/storage/pen-drives/pr?sid=6bo,jdy,uar&otracker=nmenu_sub_Electronics_0_Pendrives"
Electronics,Computer Accessories,Laptop Skins and Decals,"https://www.flipkart.com/laptop-accessories/laptop-skins-decals/pr?sid=6bo,ai3,zvm&otracker=nmenu_sub_Electronics_0_Laptop%20Skins%20%26%20Decals"
Electronics,Computer Accessories,Laptop Bags,https://www.flipkart.com/bags-wallets-belts/bags-backpacks/laptop-bags/pr?sid=reh%2C4d7%2Cx9i&otracker=nmenu_sub_Electronics_0_Laptop%20Bags
Electronics,Computer Accessories,Mouse,"https://www.flipkart.com/laptop-accessories/mouse/pr?sid=6bo,ai3,2ay&otracker=nmenu_sub_Electronics_0_Mouse"
Electronics,Computer Peripherals,Printers and Ink Cartridges,https://www.flipkart.com/printer-inks-store?otracker=nmenu_sub_Electronics_0_Printers%20%26%20Ink%20Cartridges
Electronics,Computer Peripherals,Monitors,https://www.flipkart.com/monitors-store?otracker=nmenu_sub_Electronics_0_Monitors
Electronics,Tablets,Apple Ipads,"https://www.flipkart.com/tablets/~apple-ipads/pr?sid=tyy,hry&otracker=nmenu_sub_Electronics_0_Apple%20iPads"
Electronics,Speakers,Soundbars,https://www.flipkart.com/audio-video/speakers/pr?sid=0pm%2C0o7&p%5B%5D=facets.type%255B%255D%3DSoundbar&otracker=categorytree&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&p%5B%5D=facets.fulfilled_by%255B%255D%3DFlipkart%2BAssured&otracker=nmenu_sub_Electronics_0_Soundbars
Electronics,Speakers,Bluetooth Speakers,https://www.flipkart.com/audio-video/speakers/pr?sid=0pm%2C0o7&otracker=categorytree&p%5B%5D=facets.features%255B%255D%3DBluetooth&otracker=nmenu_sub_Electronics_0_Bluetooth%20Speakers
Electronics,Speakers,DTH Set Top Box,https://www.flipkart.com/home-entertainment/dth/pr?count=40&otracker=categorytree&p%5B%5D=facets.availability%255B%255D%3DExclude%2BOut%2Bof%2BStock&sid=ckf%2F9wn&otracker=nmenu_sub_Electronics_0_DTH%20Set%20Top%20Box
Electronics,Cameras,DSLR and Mirrorless,https://www.flipkart.com/cameras/dslr~type/pr?sid=jek%2Cp31&otracker=nmenu_sub_Electronics_0_DSLR%20%26%20Mirrorless
Electronics,Cameras,Compact and Bridge Cameras,https://www.flipkart.com/cameras/point-shoot~type/pr?sid=jek%2Cp31&otracker=nmenu_sub_Electronics_0_Compact%20%26%20Bridge%20Cameras
Electronics,Cameras,Sports and Action,https://www.flipkart.com/cameras/sports-action/pr?count=40&sid=jek%2Fp31%2Fs3q&otracker=nmenu_sub_Electronics_0_Sports%20%26%20Action
Electronics,Camera Accessories,Lens,https://www.flipkart.com/camera-accessories/camera-lenses/pr?uniqueBstoreparam1=val1&sid=jek%2C6l2%2Ce9y&otracker=nmenu_sub_Electronics_0_Lens
Electronics,Camera Accessories,Tripods,https://www.flipkart.com/camera-accessories/tripods/pr?count=40&otracker=categorytree&p%5B%5D=sort%3Dpopularity&sid=jek%2F6l2%2Fce6&otracker=nmenu_sub_Electronics_0_Tripods
Electronics,Network Components,Routers,https://www.flipkart.com/computers/network-components/routers/pr?sid=6bo%2F70k%2F2a2&otracker=nmenu_sub_Electronics_0_Routers
Men's wear,Foot Wear,Sports Shoes ,"https://www.flipkart.com/mens-footwear/sports-shoes/pr?sid=osp,cil,1cu&otracker=nmenu_sub_Men_0_Sports%20Shoes"
Men's wear,Foot Wear,Casual Shoes ,"https://www.flipkart.com/mens-footwear/casual-shoes/pr?sid=osp,cil,e1f&otracker=nmenu_sub_Men_0_Casual%20Shoes"
Men's wear,Foot Wear,Formal Shoes ,"https://www.flipkart.com/mens-footwear/formal-shoes/pr?sid=osp,cil,ssb&otracker=nmenu_sub_Men_0_Formal%20Shoes"
Men's wear,Foot Wear,Sandals and Floaters ,"https://www.flipkart.com/mens-footwear/sandals-floaters/pr?sid=osp,cil,e83&otracker=nmenu_sub_Men_0_Sandals%20%26%20Floaters"
Men's wear,Foot Wear,Flip -Flops ,"https://www.flipkart.com/mens-footwear/slippers-flip-flops/pr?sid=osp,cil,e1r&otracker=nmenu_sub_Men_0_Flip-%20Flops"
Men's wear,Foot Wear,Loafers ,https://www.flipkart.com/mens-footwear/casual-shoes/loafers~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Loafers
Men's wear,Foot Wear,Boots ,https://www.flipkart.com/mens-footwear/casual-shoes/boots~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Boots
Men's wear,Foot Wear,Running Shoes ,"https://www.flipkart.com/mens-footwear/sports-shoes/running-shoes~type/pr?sid=osp,cil,1cu&otracker=nmenu_sub_Men_0_Running%20Shoes"
Men's wear,Foot Wear,Sneakers ,https://www.flipkart.com/mens-footwear/casual-shoes/sneakers~type/pr?sid=osp%2Ccil%2Ce1f&otracker=nmenu_sub_Men_0_Sneakers
Men's wear,Men's Grooming,Deodorants ,https://www.flipkart.com/beauty-and-grooming/fragrances/deodorants/pr?sid=g9b%2C0yh%2Cvp1&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Deodorants
Men's wear,Men's Grooming,Perfumes ,"https://www.flipkart.com/beauty-and-grooming/fragrances/perfume/pr?sid=g9b,0yh,jhz&p[]=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p[]=facets.ideal_for%255B%255D%3DMen&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Perfumes"
Men's wear,Men's Grooming,Beard Care and Grooming ,https://www.flipkart.com/beauty-and-grooming/pr?sid=g9b&p%5B%5D=facets.brand%255B%255D%3DBeardo&p%5B%5D=facets.brand%255B%255D%3DUstraa&p%5B%5D=facets.brand%255B%255D%3DThe%2BMan%2BCompany&p%5B%5D=facets.brand%255B%255D%3DSpruce%2BShave%2BClub&p%5B%5D=facets.brand%255B%255D%3DMan%2BArden&p%5B%5D=facets.brand%255B%255D%3DMeralite&p%5B%5D=facets.brand%255B%255D%3DBrylcreem&p%5B%5D=facets.brand%255B%255D%3DUrbanMooch&p%5B%5D=facets.brand%255B%255D%3DVihado&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Beard%20Care%20%26%20Grooming
Men's wear,Men's Grooming,Shaving and Aftershave ,https://www.flipkart.com/beauty-and-grooming/~shaving-aftershave/pr?sid=g9b&otracker=nmenu_sub_Men_0_Shaving%20%26%20Aftershave
Men's wear,Men's Grooming,Sexual Wellness ,"https://www.flipkart.com/beauty-and-grooming/sexual-wellness/pr?sid=g9b,alu&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Men_0_Sexual%20Wellness"
Men's wear,Top Wear,T -Shirts ,https://www.flipkart.com/mens-tshirts/pr?sid=clo%2Cash%2Cank%2Cedy&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_T-Shirts
Men's wear,Top Wear,Formal Shirts ,https://www.flipkart.com/mens-formal-shirts/pr?sid=clo%2Cash%2Caxc%2Cmmk%2Cbk1&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Formal%20Shirts
Men's wear,Top Wear,Casual Shirts ,https://www.flipkart.com/mens-casual-shirts/pr?sid=clo%2Cash%2Caxc%2Cmmk%2Ckp7&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Casual%20Shirts
